user_id,skills
u40,"Patient and calm under stress, Good manners and communication, Friendly and open to people with disabilities, Willingness to help, Trustworthy, Reliable – keeps commitments, Empathy"
u41,"Adaptable, Effective time manager, Leadership ability, General computer knowledge, Fast learner, Communicates clearly"
u42,"Knowledge of food & health issues, Experience with marginalized communities, Excellent verbal communication, Microsoft Office proficiency, Determined to make a difference, Professional attitude in tough environments"
u43,"Cultural sensitivity and engagement, Adobe Creative Suite experience, Time management and organization, Excellent verbal and written skills, CRM tools like InfusionSoft"
u44,"Empathy, Willingness to help, Patient and calm under stress, Friendly and open to people with disabilities, Trustworthy"
u45,"Compassionate patient care, Attention to detail, Team collaboration, Strong communication and interpersonal skills, Fast-paced work environment experience"
u46,"Professional attitude in tough environments, Knowledge of food & health issues, Microsoft Office proficiency"
u47,"Strong communication and interpersonal skills, Team collaboration, Attention to detail, Fast-paced work environment experience, Compassionate patient care"
u48,"Determined to make a difference, Microsoft Office proficiency, Knowledge of food & health issues, Patient and non-judgmental, Experience with marginalized communities, Professional attitude in tough environments, Excellent verbal communication"
u49,"Evaluating animal breed and age, Gentle animal handling, Ability to stay calm with animals"
u50,"Community engagement, Grant acquisition, Stakeholder collaboration, Public speaking, Event coordination"
u51,"Empathy, Patient and calm under stress, Trustworthy, Willingness to help, Friendly and open to people with disabilities, Good manners and communication, Reliable – keeps commitments"
u52,"Evaluating animal breed and age, Gentle animal handling, Ability to stay calm with animals, Assessing physical condition, Deep knowledge of animal behavior"
u53,"Attention to detail, Compassionate patient care, Fast-paced work environment experience, Team collaboration, Strong communication and interpersonal skills"
u54,"CRM tools like InfusionSoft, Excellent verbal and written skills, Adobe Creative Suite experience"
u55,"Strong communication and interpersonal skills, Team collaboration, Attention to detail, Compassionate patient care, Fast-paced work environment experience"
u56,"Adaptable, Fast learner, Effective time manager, Team player, General computer knowledge"
u57,"Trustworthy, Good manners and communication, Reliable – keeps commitments"
u58,"Experience with marginalized communities, Excellent verbal communication, Professional attitude in tough environments, Determined to make a difference, Microsoft Office proficiency, Knowledge of food & health issues"
u59,"Adobe Creative Suite experience, Cultural sensitivity and engagement, Excellent verbal and written skills, CRM tools like InfusionSoft, Time management and organization"
u60,"Fast-paced work environment experience, Team collaboration, Compassionate patient care"
u61,"Time management and organization, Excellent verbal and written skills, Cultural sensitivity and engagement, Adobe Creative Suite experience, CRM tools like InfusionSoft"
u62,"Fast learner, General computer knowledge, Effective time manager, Leadership ability, Team player, Communicates clearly"
u63,"Community engagement, Stakeholder collaboration, Event coordination"
u64,"Evaluating animal breed and age, Gentle animal handling, Deep knowledge of animal behavior, Ability to stay calm with animals, Assessing physical condition"
u65,"Compassionate patient care, Strong communication and interpersonal skills, Fast-paced work environment experience"
u66,"Microsoft Office proficiency, Knowledge of food & health issues, Determined to make a difference"
u67,"Stakeholder collaboration, Project planning, Grant acquisition, Community engagement, Partnership building, Public speaking, Event coordination"
u68,"Effective time manager, Team player, Communicates clearly"
u69,"Gentle animal handling, Deep knowledge of animal behavior, Evaluating animal breed and age, Assessing physical condition, Ability to stay calm with animals"
u70,"Leadership ability, Adaptable, Effective time manager"
u71,"Leadership ability, Adaptable, Fast learner"
u72,"Professional attitude in tough environments, Experience with marginalized communities, Microsoft Office proficiency"
u73,"Stakeholder collaboration, Partnership building, Public speaking, Project planning, Grant acquisition"
u74,"Microsoft Office proficiency, Excellent verbal communication, Professional attitude in tough environments, Determined to make a difference, Knowledge of food & health issues, Patient and non-judgmental"
u75,"Excellent verbal and written skills, Cultural sensitivity and engagement, CRM tools like InfusionSoft"
u76,"Compassionate patient care, Fast-paced work environment experience, Team collaboration, Strong communication and interpersonal skills, Attention to detail"
u77,"Willingness to help, Empathy, Reliable – keeps commitments"
u78,"Adobe Creative Suite experience, CRM tools like InfusionSoft, Excellent verbal and written skills, Cultural sensitivity and engagement, Time management and organization"
u79,"Cultural sensitivity and engagement, Adobe Creative Suite experience, CRM tools like InfusionSoft"
u80,"Fast-paced work environment experience, Compassionate patient care, Team collaboration, Attention to detail, Strong communication and interpersonal skills"
u81,"Microsoft Office proficiency, Knowledge of food & health issues, Excellent verbal communication, Determined to make a difference, Experience with marginalized communities, Professional attitude in tough environments"
u82,"Leadership ability, Effective time manager, Team player, Adaptable, Fast learner"
u83,"Leadership ability, Effective time manager, Fast learner, General computer knowledge, Adaptable"
u84,"Deep knowledge of animal behavior, Evaluating animal breed and age, Ability to stay calm with animals, Assessing physical condition, Gentle animal handling"
u85,"Knowledge of food & health issues, Patient and non-judgmental, Determined to make a difference, Professional attitude in tough environments, Excellent verbal communication"
u86,"Leadership ability, Team player, Effective time manager, General computer knowledge, Communicates clearly, Adaptable, Fast learner"
u87,"Grant acquisition, Project planning, Community engagement, Event coordination, Public speaking, Stakeholder collaboration, Partnership building"
u88,"Attention to detail, Team collaboration, Strong communication and interpersonal skills, Compassionate patient care, Fast-paced work environment experience"
u89,"Partnership building, Project planning, Grant acquisition, Stakeholder collaboration, Event coordination"
u90,"Cultural sensitivity and engagement, Adobe Creative Suite experience, CRM tools like InfusionSoft, Time management and organization, Excellent verbal and written skills"
u91,"Empathy, Friendly and open to people with disabilities, Willingness to help"
u92,"Excellent verbal and written skills, Adobe Creative Suite experience, Cultural sensitivity and engagement, CRM tools like InfusionSoft, Time management and organization"
u93,"Reliable – keeps commitments, Willingness to help, Good manners and communication"
u94,"Fast learner, Leadership ability, Adaptable, Team player, Communicates clearly"
u95,"Team collaboration, Strong communication and interpersonal skills, Fast-paced work environment experience, Compassionate patient care, Attention to detail"
u96,"Attention to detail, Fast-paced work environment experience, Strong communication and interpersonal skills, Team collaboration, Compassionate patient care"
u97,"Excellent verbal communication, Knowledge of food & health issues, Experience with marginalized communities, Determined to make a difference, Microsoft Office proficiency, Patient and non-judgmental"
u98,"Ability to stay calm with animals, Evaluating animal breed and age, Gentle animal handling, Deep knowledge of animal behavior, Assessing physical condition"
u99,"Attention to detail, Team collaboration, Compassionate patient care"
u100,"Effective time manager, Adaptable, Communicates clearly, Fast learner, General computer knowledge"
